motrpac_comp_id	motrpac_comp_name	super_class	main_class	sub_class	multicomp_flag	formula	monoisotopic_mass	hmdb_id	refmet_id	cas_id	kegg_id	chebi_id	pubchem_id	lipidmaps_id	inchi_key	notes_comments
M04010010.000	FA(16:4)	Fatty acyls	Fatty acids	NA	FALSE	C16H24O2	248.1776	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010011.000	FA(17:0)	Fatty acyls	Fatty acids	NA	FALSE	C17H34O2	270.2559	HMDB0002259	38	0506-12-7	NA	32365	NA	NA	KEMQGTRYUADPNZ-UHFFFAOYSA-N	NA
M04010012.000	FA(18:0)	Fatty acyls	Fatty acids	NA	FALSE	C18H36O2	284.2715	HMDB0000827	39	57-11-4	C01530	28842	NA	NA	QIQXTHQIDYTFRH-UHFFFAOYSA-N	NA
M04010013.000	FA(18:1)	Fatty acyls	Fatty acids	NA	TRUE	C18H34O2	282.2559	HMDB0000207	437	112-80-1	C00712	16196	NA	NA	ZQPPMHVWECSIRJ-KTKRTIGZSA-N*	NA
M04010014.000	FA(18:2)	Fatty acyls	Fatty acids	NA	TRUE	C18H32O2	280.2402	HMDB0000673	553*	60-33-3	C01595	17351	NA	NA	OYHQOLUKZRVURQ-HZJYTTRNSA-N*	NA
M04010015.000	FA(18:3)	Fatty acyls	Fatty acids	NA	TRUE	C18H30O2	278.2246	HMDB0003073	573*	506-26-3	C06426	28661	NA	NA	VZCCETWTMQHEPK-QNEBEIHSSA-N*	NA
M04010016.000	FA(20:0)	Fatty acyls	Fatty acids	NA	FALSE	C20H40O2	312.3028	HMDB0002212	41	506-30-9	C06425	28822	NA	NA	VKOBVWXKNCXXDE-UHFFFAOYSA-N	NA
M04010017.000	FA(20:1)	Fatty acyls	Fatty acids	NA	TRUE	C20H38O2	310.2872	HMDB0034296	518*	2462-94-4	NA	NA	NA	NA	BITHHVVYSMSWAG-KTKRTIGZSA-N*	NA
M04010018.000	FA(20:2)	Fatty acyls	Fatty acids	NA	TRUE	C20H36O2	308.2715	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010019.000	FA(20:3)	Fatty acyls	Fatty acids	NA	TRUE	C20H34O2	306.2559	HMDB0060039	588	NA	C16522	53460	NA	NA	HOBAELRKJCKHQD-QNEBEIHSSA-N*	NA
M04010020.000	FA(20:4)	Fatty acyls	Fatty acids	NA	TRUE	C20H32O2	304.2402	HMDB0060102	436*	NA	NA	NA	NA	NA	YZXBAPSDXZZRGB-DOFZRALJSA-N*	NA
M04010021.000	FA(22:0)	Fatty acyls	Fatty acids	NA	FALSE	C22H44O2	340.3341	HMDB0000944	43	112-85-6	C08281	28941	NA	NA	UKMSUNONTOPOIO-UHFFFAOYSA-N	NA
M04010022.000	FA(22:4)	Fatty acyls	Fatty acids	NA	TRUE	C22H36O2	332.2715	HMDB0061864	"38726*, 605*"	7307-45-1	NA	NA	NA	NA	XSXIVVZCUAHUJO-HZJYTTRNSA-N*	NA
M04010023.000	FA(22:5)	Fatty acyls	Fatty acids	NA	TRUE	C22H34O2	330.2559	HMDB0006528	"3059*, 3078*"	24880-45-3	C16513	53488	NA	NA	NA	NA
M04010024.000	FA(24:0)	Fatty acyls	Fatty acids	NA	FALSE	C24H48O2	368.3654	HMDB0002003	45	557-59-5	C08320	28866	NA	NA	QZZGJDVWLFXDLK-UHFFFAOYSA-N	NA
M04010025.000	FA(24:1)	Fatty acyls	Fatty acids	NA	TRUE	C24H46O2	366.3498	HMDB0002368	525*	506-37-6	C08323	44247	NA	NA	GWHCXVQVJPWHRF-KTKRTIGZSA-N*	NA
M04010026.000	FA(26:0)	Fatty acyls	Fatty acids	NA	FALSE	C26H52O2	396.3967	HMDB0002356	47	506-46-7	NA	31009	NA	NA	XMHIUKTWLZUKEX-UHFFFAOYSA-N	NA
M04010027.000	FA(14:2)	Fatty acyls	Fatty acids	NA	FALSE	C14H24O2	224.1776	HMDB0000560	677	39039-37-7	NA	70719	5312409	NA	HXHZGHRLVRFQDR-HZJYTTRNSA-N	NA
M04010028.000	FA(15:0)	Fatty acyls	Fatty acids	NA	FALSE	C15H30O2	242.2246	HMDB0000826	37	1002-84-2	C16537	42504	13849	NA	WQEPLUUGTLDZJY-UHFFFAOYSA-N	NA
M04010029.000	FA(18:4)	Fatty acyls	Fatty acids	NA	FALSE	C18H28O2	276.2089	HMDB0006547	774	20290-75-9	C16300	32389	5312508	NA	JIWBIWFOSCKQMA-LTKCOYKYSA-N	NA
M04010030.000	FA(19:1)	Fatty acyls	Fatty acids	NA	FALSE	C19H36O2	296.2715	HMDB0013622	779	73033-09-07	NA	83051	5312513	NA	BBOWBNGUEWHNQZ-KTKRTIGZSA-N	NA
M04010031.000	FA(22:1)	Fatty acyls	Fatty acids	NA	FALSE	C22H42O2	338.3184	HMDB0002068	522	112-86-7	C08316	28792	5281116	NA	DPUOLQHDNGRHBS-KTKRTIGZSA-N	NA
M04010032.000	FA(22:3)	Fatty acyls	Fatty acids	NA	FALSE	C22H38O2	334.2871	NA	NA	NA	NA	140960	NA	NA	NA	NA
M04010033.000	FA(20:5)	Fatty acyls	Fatty acids	NA	FALSE	C20H30O2	302.2246	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010033.001	"FA(20:5(5Z,8Z,11Z,14Z,17Z)))"	Fatty acyls	Fatty acids	NA	FALSE	C20H30O2	302.2246	HMDB0001999	1099	10417-94-4	C06428	28364	446284	NA	JAZBEHYOTPTENJ-JLNKQSITSA-N	NA
M04010034.000	FA(22:6)	Fatty acyls	Fatty acids	NA	FALSE	C22H32O2	328.2402	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010034.001	"FA(22:6(4Z,7Z,10Z,16Z,19Z))"	Fatty acyls	Fatty acids	NA	FALSE	C22H32O2	328.2402	HMDB0062579	NA	6217-54-5	C06429	77016	3144	NA	MBMBGCFOFBJSGT-UHFFFAOYSA-N	NA
M04010100.000	hydroxypropionate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C3H6O3	90.0317	HMDB0000700	37373	503-66-2	C01013	33404	68152	NA	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	NA
M04010101.000	2-hydroxybutyrate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C4H8O3	104.0473	HMDB0000008	57474	600-15-7	C05984	1148	440864	NA	AFENDNXGAFYKQO-VKHMYHEASA-N	NA
M04010102.000	3-hydroxyisobutyrate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C4H8O3	104.0473	HMDB0000336	37031	2068-83-9	C01188	18064	440873	NA	DBXBTMSZEOQQDU-GSVOUGTGSA-N	NA
M04010103.000	2-hydroxy-3-methylbutyrate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C5H10O3	118.063	HMDB0000407	1507	4026-18-0	NA	60645	853180	NA	NGEWQZIDQIYUNV-BYPYZUCNSA-N	NA
M04010104.000	methyl-hydoxyisobutyrate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C5H10O3	118.063	HMDB0000354	NA	473-86-9	NA	37051	160471	NA	VEXDRERIMPLZLU-UHFFFAOYSA-N	NA
M04010105.000	2-hydroxy-4-(methylthio)butanoate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C5H10O3S	150.0351	HMDB0037115	47619	NA	NA	NA	11427	NA	ONFOSYPQQXJWGS-UHFFFAOYSA-N	NA
M04010106.000	mevalonate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C6H12O4	148.0736	HMDB0000227	1480	150-97-0	C00418	25351	449	NA	KJTLQQUUPVSXIM-UHFFFAOYSA-N	NA
M04010107.000	3-hydroxymethylglutarate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C6H10O5	162.0528	HMDB0000355	37215	503-49-1	C03761	16831	1662	NA	NPOAOTPXWNWTSH-UHFFFAOYSA-N	NA
M04010108.000	3-hydroxyoctanoate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C8H16O3	160.1099	HMDB0001954	72152	14292-27-4	NA	37098	26613	NA	NDPLAKGOSZHTPH-UHFFFAOYSA-N	NA
M04010109.000	FA(10:0-OH)	Fatty acyls	Fatty acids	Hydroxy FA	TRUE	C10H20O3	188.1412	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010110.000	3-hydroxyphenyl-valerate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C11H14O3	NA	HMDB0041666	NA	NA	NA	NA	10559720	NA	CMLIEOOXQFWANJ-UHFFFAOYSA-N	NA
M04010111.000	12-hydroxylaurate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C12H24O3	216.1725	HMDB0002059	1315	505-95-3	C08317	39567	79034	NA	ZDHCZVWCTKTBRY-UHFFFAOYSA-N	NA
M04010112.000	FA(12:0-OH)	Fatty acyls	Fatty acids	Hydroxy FA	TRUE	C12H24O3	216.1725	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010112.001	"FA(12:0, 3-OH)"	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C12H24O3	216.1725	HMDB0000387	NA	1883-13-2	NA	36206	NA	NA	MUCMKTPAZLSKTL-UHFFFAOYSA-N	NA
M04010112.002	"FA(12:0, 12-OH)"	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C12H24O3	216.1725	HMDB0002059	1315	505-95-3	C08317	39567	79034	NA	ZDHCZVWCTKTBRY-UHFFFAOYSA-N	NA
M04010113.000	juniperate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C16H32O3	272.2351	HMDB0006294	1326	NA	NA	55329	10466	NA	UGAGPNKCDRTDHP-UHFFFAOYSA-N	NA
M04010114.000	3-hydroxybutyrate	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C4H8O3	104.05	HMDB0000357	1282	625-72-9	C01089	17066	4324	LMFA01050243	WHBMMWSBFZVSSR-UHFFFAOYSA-N	NA
M04010115.000	FA(8:0-OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C8H16O3	160.1099	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010116.000	FA(14:0-OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C14H28O3	244.2038	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010117.000	FA(14:1-OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C14H26O3	242.1876	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010118.000	FA(16:0-OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C16H32O3	272.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010119.000	FA(16:1-2OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C16H30O4	286.2139	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010120.000	FA(18:1-2OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C18H34O4	314.2452	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010121.000	FA(18:2-2OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C18H32O4	312.2295	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010122.000	FA(20:2-2OH)	Fatty acyls	Fatty acids	Hydroxy FA	FALSE	C20H36O4	340.2608	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010200.000	oxalate	Fatty acyls	Fatty acids	Dicarboxylic acids	FALSE	C2H2O4	89.9953	HMDB0002329	38125	144-62-7	C00209	16995	971	NA	MUBZPKHOEPUJKR-UHFFFAOYSA-N	NA
M04010201.000	adipate	Fatty acyls	Fatty acids	Dicarboxylic acids	FALSE	C6H10O4	146.0579	HMDB0000448	1970	0124-04-09	C06104	30832	196	NA	WNLRTRBMVRJNCN-UHFFFAOYSA-N	NA
M04010202.000	FA(8:0-COOH)	Fatty acyls	Fatty acids	Dicarboxylic acids	TRUE	C9H16O4	188.1049	NA	NA	NA	NA	NA	NA	NA	BDJRBEYXGGNYIS-UHFFFAOYSA-L	NA
M04010203.000	FA(19:0-COOH)	Fatty acyls	Fatty acids	Dicarboxylic acids	TRUE	C20H38O4	342.277	NA	1958	NA	NA	NA	NA	NA	NA	NA
M04010204.000	FA(11:0-COOH)	Fatty acyls	Fatty acids	Dicarboxylic acids	FALSE	C11H20O4	216.1362	HMDB0000888	1931	17278-74-9	NA	77168	NA	NA	LWBHHRRTOZQPDM-UHFFFAOYSA-N	NA
M04010205.000	FA(16:0-COOH)	Fatty acyls	Fatty acids	Dicarboxylic acids	FALSE	C16H30O4	286.2144	HMDB0000672	1326	506-13-8	C18218	55328	10466	NA	UGAGPNKCDRTDHP-UHFFFAOYSA-N	NA
M04010300.000	FA(8:0-NH2)	Fatty acyls	Fatty acids	Amino FA	TRUE	C8H17NO2	159.1259	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010300.001	"FA(8:0, 2-NH2)"	Fatty acyls	Fatty acids	Amino FA	FALSE	C8H17NO2	159.1259	HMDB0000991	1880	644-90-6	NA	75145	69522	NA	AKVBCGQVQXPRLD-UHFFFAOYSA-N	NA
M04010301.000	FA(12:0-NH2)	Fatty acyls	Fatty acids	Amino FA	TRUE	C12H25NO2	215.1885	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010302.000	aminoisobutyrate	Fatty acyls	Fatty acids	Amino FA	TRUE	C4H9NO2	103.0633	HMDB0003911	1878	144-90-1	C05145	27389	64956	NA	QCHPKSFMDHPSNR-UHFFFAOYSA-N	NA
M04010302.001	3-aminoisobutyrate	Fatty acyls	Fatty acids	Amino FA	FALSE	C4H9NO2	103.0633	HMDB0003911	1878	144-90-1	C05145	27389	64956	NA	QCHPKSFMDHPSNR-UHFFFAOYSA-N	NA
M04010303.002	2-aminoisobutyrate	Fatty acyls	Fatty acids	Amino FA	FALSE	C4H9NO2	103.0633	HMDB0001906	1877	62-57-7	C03665	27971	6119	NA	FUOOLUPWFVMBKG-UHFFFAOYSA-N	NA
M04010304.000	aminobutyrate	Fatty acyls	Fatty acids	Amino FA	TRUE	C4H9NO2	103.0633	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010304.001	gamma-aminobutyrate	Fatty acyls	Fatty acids	Amino FA	FALSE	C4H9NO2	103.0633	HMDB0000112	1864	56-12-2	C00334	16865	119	NA	BTCSSZJGUNDROE-UHFFFAOYSA-N	NA
M04010305.000	aminocaproate	Fatty acyls	Fatty acids	Amino FA	TRUE	C6H13NO2	131.0946	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04010305.001	norleucine	Fatty acyls	Fatty acids	Amino FA	FALSE	C6H13NO2	131.0946	HMDB0001645	1867	NA	C01933	18347	21236	LMFA01100042	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	NA
M04010305.002	6-aminocaproate	Fatty acyls	Fatty acids	Amino FA	FALSE	C6H13NO2	131.0946	HMDB0001901	1860	60-32-2	C02378	16586	564	NA	SLXKOJJOQWFEFD-UHFFFAOYSA-N	NA
M04010400.000	geranyl acetoacetate	Fatty acyls	Fatty acids	Fatty alcohol esters	FALSE	C14H22O3	238.1569	HMDB0038256	NA	10032-00-5	NA	85255	54611954	NA	RYILZWKGLGVPOC-WQLSENKSSA-N	NA
M04010500.000	dethiobiotin	Fatty acyls	Fatty acids	Heterocyclic FA	FALSE	C10H18N2O3	214.1317	HMDB0003581	38369	533-48-2	C01909	42280	445027	NA	AUTOLBMXDDTRRT-JGVFFNPUSA-N	NA
M04020001.000	12-hydroxyjasmonate	Fatty acyls	Octadecanoids	Jasmonic acids	FALSE	C12H18O4	226.1205	NA	2350	NA	NA	NA	5497122	LMFA02020011	RZGFUGXQKMEMOO-BSANDHCLSA-N	NA
M04020002.000	methyljasmonate	Fatty acyls	Octadecanoids	Jasmonic acids	FALSE	C13H20O3	224.1412	HMDB0036583	2349	1211-29-6	C11512	15929	5281929	NA	GEWDNTWNSAZUDX-WQMVXFAESA-N	NA
M04020003.000	HOTrE	Fatty acyls	Octadecanoids	HOTrEs	FALSE	C18H30O3	294.2194948	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020003.001	9-HOTrE	Fatty acyls	Octadecanoids	HOTrEs	FALSE	C18H30O3	294.2194948	NA	NA	NA	NA	NA	NA	LMFA02000024*	RIGGEAZDTKMXSI-MEBVTJQTSA-N	NA
M04020003.002	13-HOTrE	Fatty acyls	Octadecanoids	HOTrEs	FALSE	C18H30O3	294.2194948	HMDB10203	NA	NA	NA	NA	NA	LMFA02000051*	KLLGGGQNRTVBSU-FQSPHKRJSA-N	NA
M04020004.000	KODE	Fatty acyls	Octadecanoids	OxoODEs	FALSE	C18H30O3	294.2194948	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020004.001	13-KODE	Fatty acyls	Octadecanoids	OxoODEs	FALSE	C18H30O3	294.2194948	HMDB0004668	NA	NA	C14765	NA	NA	LMFA02000016*	JHXAZBBVQSRKJR-BSZOFBHHSA-N	NA
M04020005.000	HODE	Fatty acyls	Octadecanoids	HODEs	FALSE	C18H30O3	296.2351449	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020005.001	9-HODE	Fatty acyls	Octadecanoids	HODEs	FALSE	C18H32O3	296.2351449	HMDB0062652	NA	NA	NA	NA	NA	LMFA02000151*	NPDSHTNEKLQQIJ-ZJHFMPGASA-N	NA
M04020005.002	9S-HODE	Fatty acyls	Octadecanoids	HODEs	FALSE	C18H32O3	296.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020005.003	13-HODE	Fatty acyls	Octadecanoids	HODEs	FALSE	C18H32O3	296.2351	HMDB0061708	2191	NA	NA	NA	5282948	NA	HNICUWMFWZBIFP-KDFHGORWSA-N	NA
M04020005.004	13S-HODE	Fatty acyls	Octadecanoids	HODEs	FALSE	C18H32O3	296.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020006.000	HpODE	Fatty acyls	Octadecanoids	HpODEs	FALSE	C18H32O4	312.2300595	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020006.001	9-HpODE	Fatty acyls	Octadecanoids	HpODEs	FALSE	C18H32O4	312.2300595	NA	NA	NA	C14827	NA	NA	LMFA02000100	JGUNZIWGNMQSBM-SIGMCMEVSA-N	NA
M04020006.002	13-HpODE	Fatty acyls	Octadecanoids	HpODEs	FALSE	C18H32O4	312.2300595	HMDB0003871	NA	NA	C04717	NA	NA	LMFA02000034*	JDSRHVWSAMTSSN-IRQZEAMPSA-N	NA
M04020007.000	DiHOME	Fatty acyls	Octadecanoids	DiHOMEs	FALSE	C18H34O4	314.2457	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04020007.001	"9,10-DiHOME"	Fatty acyls	Octadecanoids	DiHOMEs	FALSE	C18H34O4	314.2457	HMDB0004704	2265	NA	C14828	NA	9966640	LMFA02000229	XEBKSQSGNGRGDW-YFHOEESVSA-N	NA
M04020007.002	"12,13-DiHOME"	Fatty acyls	Octadecanoids	DiHOMEs	FALSE	C18H34O4	314.2457	HMDB0010201	2266	NA	NA	NA	10236635	NA	CQSLTKIXAJTQGA-FLIBITNWSA-N	NA
M04030001.000	HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351449	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.001	5-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351449	HMDB0011134	NA	NA	NA	NA	NA	LMFA03060084*	KGIJOOYOSFUGPC-XTDASVJISA-N	NA
M04030001.002	5S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.003	8S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.004	9-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351449	HMDB0010222	NA	NA	NA	NA	NA	LMFA03060058*	KATOYYZUTNAWSA-DLJQHUEDSA-N	NA
M04030001.005	9S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.006	11S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.007	12-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351449	HMDB06111	NA	NA	NA	NA	NA	LMFA03060088*	ZNHVWPKMFKADKW-FYMOKONMSA-N	NA
M04030001.008	12S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	HMDB0006111	2633	71030-37-0	NA	NA	5283155	NA	ZNHVWPKMFKADKW-LQWMCKPYSA-N	NA
M04030001.009	15S-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.011	20-HETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H32O3	320.2351449	HMDB0005998	NA	NA	C14748	NA	NA	LMFA03060009	NNDIXBJHNLFJJP-DTLRTWKJSA-N	NA
M04030001.012	12-oxo-ETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H30O3	318.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030001.013	5-oxo-ETE	Fatty acyls	Eicosanoids	HETEs	FALSE	C20H30O3	318.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030002.000	EET	Fatty acyls	Eicosanoids	Epoxyeicosatrienoic acids	FALSE	C20H32O3	320.2351449	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030002.001	"8,9 EET"	Fatty acyls	Eicosanoids	Epoxyeicosatrienoic acids	FALSE	C20H32O3	320.2351449	HMDB0002232	NA	NA	C14769	NA	NA	LMFA03080003*	DBWQSCSXHFNTMO-TYAUOURKSA-N	NA
M04030002.002	"11,12 EET"	Fatty acyls	Eicosanoids	Epoxyeicosatrienoic acids	FALSE	C20H32O3	320.2351449	HMDB10409	NA	NA	C14770	NA	NA	LMFA03080004*	DXOYQVHGIODESM-KROJNAHFSA-N	NA
M04030002.003	"14,15 EET"	Fatty acyls	Eicosanoids	Epoxyeicosatrienoic acids	FALSE	C20H32O3	320.2351449	HMDB0004264	NA	NA	C14771	NA	NA	LMFA03080005*	JBSCUHKPLGKXKH-ILYOTBPNSA-N	NA
M04030003.000	DHET	Fatty acyls	Eicosanoids	Hydroxy/hydroperoxyeicosatrienoic acids	FALSE	C20H34O4	338.2457096	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030003.001	"5,6 DHET"	Fatty acyls	Eicosanoids	Hydroxy/hydroperoxyeicosatrienoic acids	FALSE	C20H34O4	338.2457096	HMDB0002343	NA	NA	C14772	NA	NA	LMFA03050004	GFNYAPAJUNPMGH-QNEBEIHSSA-N	NA
M04030003.002	"8,9-DHET"	Fatty acyls	Eicosanoids	Hydroxy/hydroperoxyeicosatrienoic acids	FALSE	C20H32O4	320.2351449	NA	NA	NA	NA	NA	NA	LMFA03060076	NXFSSCYFERVGJQ-JJUYGIQRSA-N	NA
M04030003.003	"14,15 DHET"	Fatty acyls	Eicosanoids	Hydroxy/hydroperoxyeicosatrienoic acids	FALSE	C20H34O4	338.2457096	HMDB0002265	NA	NA	C14775	NA	NA	LMFA03060077	BLWCDFIELVFRJY-QXBXTPPVSA-N	NA
M04030004.000	"11,12-DiHETrE"	Fatty acyls	Eicosanoids	Hydroxy/hydroperoxyeicosatetraenoic acids	FALSE	C20H32O4	338.2457096	HMDB0002314	NA	NA	C14774	NA	NA	LMFA03050008	LRPPQRCHCPFBPE-KROJNAHFSA-N	NA
M04030100.000	LTB4	Fatty acyls	Eicosanoids	Leukotrienes	FALSE	C20H32O4	336.2301	HMDB0001085	2561	71160-24-2	C02165	15647	5280492	LMFA03020001*	VNYSSYRCGWBHLG-AMOLWHMGSA-N	NA
M04030200.000	TXB2	Fatty acyls	Eicosanoids	Thromboxanes	FALSE	C20H34O6	370.2355	HMDB0003252	2591	54397-85-2	C05963	28728	5283137	LMFA03030002*	XNRNNGPBEPRNAR-JQBLCGNGSA-N	NA
M04030300.000	PGE2	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H32O5	352.2249741	HMDB0001220	NA	NA	C00584	NA	NA	LMFA03010003*	XEYBRNLFEZDVAW-ARSRFYASSA-N	NA
M04030301.000	PGF2a	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H34O5	354.2406242	HMDB01139	NA	NA	C00639	NA	NA	LMFA03010002*	PXGPLTODNUVGFL-YNNPMVKQSA-N	NA
M04030302.000	PGD2	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H32O5	352.225	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030303.000	PGA1	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H32O4	336.2301	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030304.000	PGA2	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H30O4	334.2144	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030305.000	PGB2	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H30O4	334.2144	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030306.000	6-keto-PGF1a	Fatty acyls	Eicosanoids	Prostaglandins	FALSE	C20H34O6	370.2355	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04030600.000	Resolvin E1	Fatty acyls	Eicosanoids	Resolvin Es	FALSE	C20H30O5	350.2093241	HMDB10410	NA	NA	NA	NA	NA	LMFA03140003*	AOPOCGPBAIARAV-OTBJXLELSA-N	NA
M04040001.000	Resolvin D1	Fatty acyls	Docosanoids	Resolvin Ds	FALSE	C22H32O5	376.2249741	HMDB03733	NA	NA	NA	NA	NA	LMFA04030011*	OIWTWACQMDFHJG-CCFUIAGSSA-N	NA
M04040002.000	Resolvin D2	Fatty acyls	Docosanoids	Resolvin Ds	FALSE	C22H32O5	376.225	NA	NA	NA	NA	NA	NA	NA	NA	NA
M04040003.000	Resolvin D3	Fatty acyls	Docosanoids	Resolvin Ds	FALSE	C22H32O5	350.2093241	NA	NA	NA	NA	NA	NA	LMFA04030012*	QBTJOLCUKWLTIC-LWJDKMHHSA-N	NA
M04050001.000	2-deoxyglucose	Fatty acyls	fatty alcohols	NA	FALSE	C6H12O5	164.0684735	HMDB0062477	NA	154-17-6	C00586	15866	108223	NA	VRYALKFFQXWPIH-PBXRRBTRSA-N	NA
M04070001.000	3-dehydroxycarnitine	Fatty acyls	Fatty esters	Acyl carnitines	FALSE	C7H15NO2	145.1103	HMDB0039059	39059	NA	C05543	16244	725	NA	JHPNVNIEXXLNTR-UHFFFAOYSA-N	NA
M04070002.000	Car(2:0)	Fatty acyls	Fatty esters	Acyl carnitines	FALSE	C9H17NO4	203.1158	HMDB0000201	18230	3040-38-8	C02571	57589	1	LMFA07070060	RDHQFKQIGNGIED-UHFFFAOYSA-N	NA
M04070003.000	"Car(2:0, 2-COOH)"	Fatty acyls	Fatty esters	Acyl carnitines	FALSE	C10H17NO6	247.1056	HMDB0002095	NA	853728-01-5	NA	86047	22833583	NA	ZGNBLKBZJBJFDG-ZETCQYMHSA-N	NA
M04070004.000	Car(3:0)	Fatty acyls	Fatty esters	Acyl carnitines	FALSE	C10H19NO4	217.1314	HMDB0000824	4485	17298-37-2	C03017	28867	107738	LMFA07070105	UFAHZIUFPNSHSL-UHFFFAOYSA-N	NA
M04070005.000	Car(3:0-OH)	Fatty acyls	Fatty esters	Acyl carnitines	TRUE	C10H19NO5	233.1263	HMDB0013125	42213	NA	NA	NA	NA	LMFA07070074*	QJGJXKFJFRSERW-QMMMGPOBSA-N	NA
